id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
511,,DONNYBROOK,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Donnybrook QLD 4510, Australia","Brisbane City QLD 4000, Australia",113.43333333333334,68.812,36.39776667646194
512,,DOOLANDELLA,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Doolandella QLD 4077, Australia","Brisbane City QLD 4000, Australia",73.7,23.07,18.781546811397558
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
514,,DREWVALE,QLD,4116,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Drewvale QLD 4116, Australia","Brisbane City QLD 4000, Australia",73.25,28.055,22.980204778156995
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
516,,DURACK,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Durack QLD 4077, Australia","Brisbane City QLD 4000, Australia",43.31666666666667,16.867,23.363293574451713
517,,DUTTON PARK,QLD,4102,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Dutton Park QLD 4102, Australia","Brisbane City QLD 4000, Australia",21.133333333333333,4.796,13.61640378548896
518,,EAGLE FARM,QLD,4009,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Eagle Farm QLD 4009, Australia","Brisbane City QLD 4000, Australia",50.71666666666667,10.645,12.593493263227078
519,,EAGLEBY,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Eagleby QLD 4207, Australia","Brisbane City QLD 4000, Australia",74.83333333333333,46.017,36.89559020044543
520,,EAST BRISBANE,QLD,4169,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"East Brisbane QLD 4169, Australia","Brisbane City QLD 4000, Australia",30.7,5.757,11.251465798045603
521,,EATONS HILL,QLD,4037,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Eatons Hill QLD 4037, Australia","Brisbane City QLD 4000, Australia",81.71666666666667,29.837,21.907648378543747
522,,EDENS LANDING,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Edens Landing QLD 4207, Australia","Brisbane City QLD 4000, Australia",75.91666666666667,38.055,30.07639956092206
523,,EIGHT MILE PLAINS,QLD,4113,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Eight Mile Plains QLD 4113, Australia","Brisbane City QLD 4000, Australia",33.25,18.398,33.1993984962406
524,,ELIMBAH,QLD,4516,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Elimbah QLD 4516, Australia","Brisbane City QLD 4000, Australia",160.41666666666666,61.565,23.02690909090909
525,,ELLEN GROVE,QLD,4078,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Ellen Grove QLD 4078, Australia","Brisbane City QLD 4000, Australia",71.71666666666667,27.774,23.236439693237276
526,,ENOGGERA,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Enoggera QLD 4051, Australia","Brisbane City QLD 4000, Australia",50.083333333333336,9.384,11.24206322795341
527,,ENOGGERA RESERVOIR,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Enoggera Reservoir QLD 4520, Australia","Brisbane City QLD 4000, Australia",32.21666666666667,11.295,21.03569580962235
528,,EVERTON HILLS,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Everton Hills QLD 4053, Australia","Brisbane City QLD 4000, Australia",43.21666666666667,13.351,18.53590435788662
529,,EVERTON PARK,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Everton Park QLD 4053, Australia","Brisbane City QLD 4000, Australia",36.483333333333334,11.066,18.198994974874374
530,,FAIRFIELD,QLD,4103,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Fairfield QLD 4103, Australia","Brisbane City QLD 4000, Australia",26.683333333333334,6.322,14.215615240474703
531,,FAIRFIELD GARDENS,QLD,4103,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Fairfield Gardens Shopping Centre, 9a/180 Fairfield Rd, Fairfield QLD 4103, Australia","Brisbane City QLD 4000, Australia",28.05,6.582,14.079144385026737
532,,FERNY GROVE,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Ferny Grove QLD 4055, Australia","Brisbane City QLD 4000, Australia",50.78333333333333,17.803,21.034066294716116
533,,FERNY HILLS,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Ferny Hills QLD 4055, Australia","Brisbane City QLD 4000, Australia",91.71666666666667,20.988,13.730110848628021
534,,FIG TREE POCKET,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Fig Tree Pocket QLD 4069, Australia","Brisbane City QLD 4000, Australia",47.583333333333336,15.527,19.57870402802101
535,,FITZGIBBON,QLD,4018,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Fitzgibbon QLD 4018, Australia","Brisbane City QLD 4000, Australia",39.266666666666666,17.633,26.943463497453312
536,,FOREST LAKE,QLD,4078,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Forest Lake QLD 4078, Australia","Brisbane City QLD 4000, Australia",60.71666666666667,23.069,22.796706011528958
537,,FORESTDALE,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Forestdale QLD 4118, Australia","Brisbane City QLD 4000, Australia",101.4,34.73,20.55029585798816
538,,FORTITUDE VALLEY,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Fortitude Valley QLD 4006, Australia","Brisbane City QLD 4000, Australia",11.516666666666667,2.05,10.680173661360346
539,,GAYTHORNE,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Gaythorne QLD 4051, Australia","Brisbane City QLD 4000, Australia",28.766666666666666,10.488,21.87531865585168
540,,GEEBUNG,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Geebung QLD 4034, Australia","Brisbane City QLD 4000, Australia",32.1,14.467,27.0411214953271
541,,GEORGE STREET,QLD,4003,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"George St, Brisbane City QLD 4000, Australia","Brisbane City QLD 4000, Australia",5.033333333333333,0.39,4.6490066225165565
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
543,,GODWIN BEACH,QLD,4511,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Godwin Beach QLD 4511, Australia","Brisbane City QLD 4000, Australia",96.43333333333334,68.424,42.57283097131006
544,,GORDON PARK,QLD,4031,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Gordon Park QLD 4031, Australia","Brisbane City QLD 4000, Australia",40.016666666666666,9.724,14.579925031236984
545,,GRACEVILLE,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Graceville QLD 4075, Australia","Brisbane City QLD 4000, Australia",31.75,10.62,20.069291338582676
546,,GRANGE,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Grange QLD 4051, Australia","Brisbane City QLD 4000, Australia",29.483333333333334,7.51,15.283210853589598
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
548,,GREENSLOPES,QLD,4120,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Greenslopes QLD 4120, Australia","Brisbane City QLD 4000, Australia",29.7,6.597,13.327272727272728
549,,GRIFFIN,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Griffin QLD 4503, Australia","Brisbane City QLD 4000, Australia",69.95,35.258,30.24274481772695
550,,GUMDALE,QLD,4154,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Gumdale QLD 4154, Australia","Brisbane City QLD 4000, Australia",72.9,20.302,16.70946502057613
551,,HAMILTON,QLD,4007,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Hamilton QLD 4007, Australia","Brisbane City QLD 4000, Australia",34.45,5.815,10.127721335268506
552,,HAMILTON CENTRAL,QLD,4007,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"11 Racecourse Rd, Hamilton QLD 4007, Australia","Brisbane City QLD 4000, Australia",28.2,6.173,13.13404255319149
553,,HAWTHORNE,QLD,4171,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Hawthorne QLD 4171, Australia","Brisbane City QLD 4000, Australia",39.416666666666664,7.685,11.698097251585622
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
555,,HEATHWOOD,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Heathwood QLD 4110, Australia","Brisbane City QLD 4000, Australia",79.21666666666667,30.128,22.81944035346097
556,,HEMMANT,QLD,4174,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Hemmant QLD 4174, Australia","Brisbane City QLD 4000, Australia",50.016666666666666,18.951,22.733622125958014
557,,HENDRA,QLD,4011,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Hendra QLD 4011, Australia","Brisbane City QLD 4000, Australia",40.016666666666666,11.927,17.883048729695957
558,,HERITAGE PARK,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Heritage Park QLD 4118, Australia","Brisbane City QLD 4000, Australia",81.75,32.917,24.159266055045872
559,,HERSTON,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Herston QLD 4006, Australia","Brisbane City QLD 4000, Australia",24.016666666666666,4.575,11.429562803608606
560,,HIGHGATE HILL,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Highgate Hill QLD 4101, Australia","Brisbane City QLD 4000, Australia",15.516666666666667,3.232,12.497529538131042
561,,HIGHVALE,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Highvale QLD 4520, Australia","Brisbane City QLD 4000, Australia",85.25,32.951,23.19131964809384
562,,HILLCREST,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Hillcrest QLD 4118, Australia","Brisbane City QLD 4000, Australia",64.75,27.031,25.048030888030887
563,,HOLLAND PARK,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Holland Park QLD 4121, Australia","Brisbane City QLD 4000, Australia",29.4,9.142,18.657142857142855
564,,HOLLAND PARK EAST,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Holland Park West QLD 4121, Australia","Brisbane City QLD 4000, Australia",34.96666666666667,9.766,16.757673975214487
565,,HOLLAND PARK WEST,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Holland Park West QLD 4121, Australia","Brisbane City QLD 4000, Australia",34.96666666666667,9.766,16.757673975214487
566,,HOLMVIEW,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Holmview QLD 4207, Australia","Brisbane City QLD 4000, Australia",95.0,36.783,23.231368421052633
567,,INALA,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Inala QLD 4077, Australia","Brisbane City QLD 4000, Australia",55.18333333333333,19.307,20.99220779220779
568,,INALA HEIGHTS,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Inala Ave, Inala QLD 4077, Australia","Brisbane City QLD 4000, Australia",58.3,19.226,19.786620926243568
569,,INDOOROOPILLY,QLD,4068,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Indooroopilly QLD 4068, Australia","Brisbane City QLD 4000, Australia",40.75,8.285,12.198773006134969
570,,JAMBOREE HEIGHTS,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Jamboree Heights QLD 4074, Australia","Brisbane City QLD 4000, Australia",55.45,17.786,19.245446348061318
571,,JINDALEE,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Jindalee QLD 4074, Australia","Brisbane City QLD 4000, Australia",56.61666666666667,15.834,16.780217839269945
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
573,,KALLANGUR,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kallangur QLD 4503, Australia","Brisbane City QLD 4000, Australia",59.78333333333333,30.556,30.66674100919989
574,,KANGAROO POINT,QLD,4169,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kangaroo Point QLD 4169, Australia","Brisbane City QLD 4000, Australia",21.083333333333332,1.556,4.4281422924901195
575,,KARAWATHA,QLD,4117,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Karawatha QLD 4117, Australia","Brisbane City QLD 4000, Australia",76.83333333333333,28.369,22.15366594360087
576,,KEDRON,QLD,4031,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kedron QLD 4031, Australia","Brisbane City QLD 4000, Australia",32.13333333333333,9.675,18.065352697095438
577,,KELVIN GROVE,QLD,4059,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kelvin Grove QLD 4059, Australia","Brisbane City QLD 4000, Australia",14.583333333333334,3.148,12.95177142857143
578,,KELVIN GROVE BC,QLD,4059,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"59 Bishop St, Kelvin Grove QLD 4059, Australia","Brisbane City QLD 4000, Australia",19.1,4.367,13.718324607329842
579,,KENMORE,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kenmore QLD 4069, Australia","Brisbane City QLD 4000, Australia",47.03333333333333,13.73,17.515237420269315
580,,KEPERRA,QLD,4054,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Keperra QLD 4054, Australia","Brisbane City QLD 4000, Australia",40.0,14.737,22.105500000000003
581,,KILCOY,QLD,4515,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kilcoy QLD 4515, Australia","Brisbane City QLD 4000, Australia",120.43333333333334,99.675,49.65817879878217
582,,KINGSTON,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kingston QLD 4114, Australia","Brisbane City QLD 4000, Australia",66.03333333333333,36.236,32.925189298334175
583,,KIPPA-RING,QLD,4021,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kippa-Ring QLD 4021, Australia","Brisbane City QLD 4000, Australia",65.63333333333334,40.856,37.34931437277806
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
586,,KURABY,QLD,4112,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kuraby QLD 4112, Australia","Brisbane City QLD 4000, Australia",40.6,20.74,30.65024630541872
587,,KURWONGBAH,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Kurwongbah QLD 4503, Australia","Brisbane City QLD 4000, Australia",55.05,33.85,36.89373297002725
588,,LAMB ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Lamb Island, QLD 4184, Australia","Brisbane City QLD 4000, Australia",169.31666666666666,55.349,19.613780883945267
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
590,,LAWNTON,QLD,4501,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Lawnton QLD 4501, Australia","Brisbane City QLD 4000, Australia",60.916666666666664,31.429,30.956060191518468
591,,LOGAN CENTRAL,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Logan Central QLD 4114, Australia","Brisbane City QLD 4000, Australia",55.4,27.651,29.946931407942238
592,,LOGAN RESERVE,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Logan Reserve QLD 4133, Australia","Brisbane City QLD 4000, Australia",99.88333333333334,39.194,23.54386784582012
